,Country,GMI_CNTRY,Year,Total population (millions),Continent,Sub-Continent,Military expenditure (Current USD - $ millions),Military expenditure per capita,Military expenditure (Constant USD 2022 - $ millions),Percentage change in military expenditure,Military expenditure as a share of GDP,Military expendenture as a share of government spending,Total of armed forces personnel,Armed forces personnel (% of total labour force)
5341,South Africa,ZAF,2021,59.392255,Africa,Sub-Saharan Africa,3392.816053059015,57.125563813985764,3279.1623890126416,-9.934834195001018,0.8074404691583903,2.47777124273457,91235.71429,0.379798848
5342,Spain,ESP,2021,47.415794,Europe,Western Europe,19544.465468306527,412.1931495717762,18840.91917628891,4.826039036953134,1.3521177461977107,2.7054794520547945,197392.8571,0.861968352
5344,Tajikistan,TJK,2021,9.750064,Asia,Central Asia,89.9920078145813,9.22988893350662,100.11039861021646,17.950448057160038,1.0241536129358262,3.627057981388689,17242.85714,0.683781867
5345,"Tanzania, United Republic of",TZA,2021,63.588334,Africa,Sub-Saharan Africa,759.4925081210228,11.943896943754222,786.4234466884751,7.9475528275060325,1.1209136821158845,6.099350650932337,27828.57143,0.095874685
5346,Thailand,THA,2021,71.601103,Asia,South East Asia,7123.128719072973,99.4835054296995,6885.70713692126,-1.5789350120337442,1.4183684866343784,5.217541412700124,455435.7143,1.137293587
5347,Jamaica,JAM,2021,2.827695,Americas,Central America and the Caribbean,217.57729917650454,76.94510871098352,233.1344760332471,-8.763979908097086,1.4667686776740223,4.638579471880612,6792.857143,0.457348167
5348,Trinidad and Tobago,TTO,2021,1.525663,Americas,Central America and the Caribbean,210.67462104157286,138.08725848471965,218.81511222984938,19.43662698997004,0.8936170667785499,2.829634333172069,4992.857143,0.735486877
5349,Albania,ALB,2021,2.811666,Europe,Central Europe,222.81454011666085,79.24644681006238,217.86048250747808,5.913503823284105,1.2429880839606686,3.8699851386666393,8214.285714,0.565109605
5350,Armenia,ARM,2021,2.790974,Europe,Eastern Europe,619.4354717100929,221.94240136600803,777.2407438962733,-5.438024735068692,4.4651447590339615,15.576161253305393,47757.14286,3.444547609
5351,Jordan,JOR,2021,11.148278,Asia,Middle East,2176.760563380282,195.25531776120778,2268.8191565817515,4.4716339618548595,4.824773769464161,14.563701470033925,112071.4286,3.404127227
5352,Austria,AUT,2021,8.955797,Europe,Western Europe,4196.428571428572,468.57120270016964,4051.2020492028864,2.4954106212820903,0.8736941368808,1.5586566167685714,22621.42857,0.478733731
5353,Benin,BEN,2021,12.996895,Africa,Sub-Saharan Africa,97.42448880988522,7.495981833344443,87.81903027403534,28.52756742400522,0.5508836488062431,2.7745403576507797,13121.42857,0.292368425
5354,Bosnia and Herzegovina,BIH,2021,3.270943,Europe,Central Europe,175.57436517533256,53.67698708761741,172.5678325043921,-1.0017045345675712,0.7425767749051682,1.8608227604767398,11071.42857,0.845747807
5355,Burkina Faso,BFA,2021,22.100683,Africa,Sub-Saharan Africa,458.2790984448859,20.73596994467935,465.83550804044205,11.435716194802437,2.3226566724095434,8.368536795738715,10864.28571,0.13423304
5356,Cambodia,KHM,2021,16.589023,Asia,South East Asia,630.4072550271164,38.00146970844012,661.1030029853378,-1.719413444313489,2.3219571355509077,8.10739333986121,190957.1429,2.090502267
5357,Cape Verde,CPV,2021,0.587925,Africa,Sub-Saharan Africa,11.213723429355868,19.073391043680516,10.76443553319197,-5.92287996103763,0.5614289110727229,1.7752555265034462,971.4285714,0.408457093
5358,Chad,TCD,2021,17.17974,Africa,Sub-Saharan Africa,330.9980781919861,19.266768774846774,311.42638248210534,-0.41442739974998366,2.809616355762315,14.94797518440721,42307.14286,0.796052145
5361,Dominican Republic,DOM,2021,11.117873,Americas,Central America and the Caribbean,611.467713114467,54.99862366789646,690.8724466519557,-3.0406251587569932,0.6472399489250261,3.4914518757258484,70992.85714,1.376013273
5362,Fiji,FJI,2021,0.92461,Oceania,Oceania,68.72685185185186,74.33063870372574,67.86829047310552,-7.9556652677509,1.599210096929479,4.499196183849884,4225.714286,1.157075262
5363,"Gambia, The",GMB,2021,2.639916,Africa,Sub-Saharan Africa,15.874259866824561,6.01316855037227,16.476546330092773,-0.07010378403417006,0.7685555814466601,3.634863975817923,4942.857143,0.573701083
5364,Ghana,GHA,2021,32.833031,Africa,Sub-Saharan Africa,298.34543305757217,9.086746607633398,257.8743424123298,16.820188632881326,0.38274190643083333,1.406523607883091,16071.42857,0.113592646
5365,Guatemala,GTM,2021,17.109746,Americas,Central America and the Caribbean,337.658309640734,19.734852267282868,360.33630297924884,-5.3082442027514,0.39256698797617257,2.9009837230475433,42992.85714,0.64003827
5366,Guyana,GUY,2021,0.804567,Americas,South America,76.54494516317185,95.13806204228094,81.19306899636695,-4.728621069072658,0.9549308610636612,3.8534909972249163,2942.857143,1.022969687
5367,Haiti,HTI,2021,11.447569,Americas,Central America and the Caribbean,29.230408206595225,2.55341620623516,29.87424448817113,49.77480412698399,0.15394230723960808,1.6532780513086291,1091.428571,0.022001201
5368,Honduras,HND,2021,10.278345,Americas,Central America and the Caribbean,420.76616253947145,40.937151121067785,448.9596438171229,15.11362764239863,1.4801145506645828,5.207353130222393,24828.57143,0.555055678
5369,Israel,ISR,2021,9.3714,Asia,Middle East,24340.979541227527,2597.3685405838537,24413.7366134186,3.0736888579463884,4.964028431333133,12.363959288557464,175071.4286,4.043631478
5370,Kenya,KEN,2021,53.005614,Africa,Sub-Saharan Africa,1191.0351991616183,22.469982126074765,1182.9670652707052,2.804631251327705,1.0772002521022062,4.485457799750043,26128.57143,0.107765477
5371,Kuwait,KWT,2021,4.250114,Asia,Middle East,9024.335548172758,2123.316115326026,9220.50378452752,23.253393894160013,6.590302545066357,11.983610535139189,25885.71429,0.99443497
5372,Latvia,LVA,2021,1.88449,Europe,Central Europe,823.0842005676442,436.767613819996,858.7507150142404,3.52126247161082,2.0870233850665425,4.832997708492466,8267.142857,0.837274093
5373,Lesotho,LSO,2021,2.281454,Africa,Sub-Saharan Africa,37.044054950260545,16.237037849661025,36.217702897403484,-18.836025226938347,1.5389790518504234,2.8949177640277117,2000.0,0.206760552
5375,Lithuania,LTU,2021,2.800839,Europe,Central Europe,1306.7644276253548,466.5617793901595,1391.222285772711,2.4817741973243157,1.956510322013181,5.2797553633713985,41281.42857,2.803490109
5376,Luxembourg,LUX,2021,0.640064,Europe,Western Europe,403.26395458845786,630.0369253519302,381.37877643654076,-10.832285367287787,0.4712492361201899,1.0990073482016243,1182.857143,0.357051874
5377,Macedonia,MKD,2021,2.065092,Europe,Central Europe,205.55566324849283,99.53825943274819,206.74880811044815,23.715923745165625,1.4719320931422637,4.121451447405242,18342.85714,1.92466418
5378,Malawi,MWI,2021,19.889742,Africa,Sub-Saharan Africa,92.57043855257574,4.654179956309928,94.09447290965932,-9.394512595182569,0.7591311116344304,3.087818306659433,18428.57143,0.251471526
5379,Malta,MLT,2021,0.518536,Europe,Western Europe,87.95056764427625,169.61323349637487,83.03492098862198,-3.2054916376400233,0.486319433139289,1.1275166767738023,1872.857143,0.620112942
5380,Mauritania,MRT,2021,4.614974,Africa,Sub-Saharan Africa,230.93549287908405,50.04047539142887,245.0190961984467,6.914421538574844,2.2939948980702436,11.965621518382937,21021.42857,1.953635918
5381,Mauritius,MUS,2021,1.266334,Africa,Sub-Saharan Africa,20.231427796007996,15.976375739740064,20.537773748537415,8.723491038328323,0.17137709858572092,0.5558568329718003,3207.142857,0.536493019
5382,Moldova,MDA,2021,2.595809,Europe,Eastern Europe,52.29326318197415,20.145266150927956,62.33070935029829,12.998502944106782,0.3777285113578219,1.0922904173734382,5464.285714,0.388325606
5383,Morocco,MAR,2021,37.076584,Africa,North Africa,5378.3665352074695,145.06100495146666,5026.03041609596,2.9239850456251437,3.755156986554768,12.005266787886388,246028.5714,2.042393454
5384,Namibia,NAM,2021,2.530151,Africa,Sub-Saharan Africa,400.1996345672329,158.1722334229194,383.3561662831754,-5.8807359406597755,3.2150484109091466,8.203173766489575,16314.28571,1.754986236
5385,Nepal,NPL,2021,30.034989,Asia,South Asia,453.2637836078492,15.091191929780603,453.42112710863057,-1.2668918966905474,1.2668010355580885,4.461973018549747,92157.14286,1.062110714
5386,Nicaragua,NIC,2021,6.85054,Americas,Central America and the Caribbean,77.9196503033963,11.374234776148493,83.47263586931687,-5.433359466010101,0.5497593990226834,1.7972512238156515,12000.0,0.385650532
5387,Niger,NER,2021,25.252722,Africa,Sub-Saharan Africa,202.40447720290214,8.015154849560462,187.60664798464742,-21.154307403752338,1.3537028196967136,5.5948447288548655,9785.714286,0.101808364
5388,Paraguay,PRY,2021,6.703799,Americas,South America,372.6013693137807,55.580629627138386,379.59820874757065,-3.8066308699825746,0.9288036342659977,3.702558639365574,30221.42857,0.87532065
5389,Portugal,PRT,2021,10.361831,Europe,Western Europe,3882.4503311258277,374.68767162153364,3723.4293392826453,13.078751356877373,1.519533088721677,3.2017710680047196,41528.57143,0.7968435
5391,Romania,ROM,2021,19.122059,Europe,Central Europe,5300.529355149182,277.19448805953283,5348.1908824876955,-2.1805783298275316,1.852593471073421,4.98782986720404,116600.0,1.318160381
5392,Rwanda,RWA,2021,13.461888,Africa,Sub-Saharan Africa,167.83780302392546,12.467627350927705,187.80889349547905,17.460721614894204,1.5139752973467522,4.790991710891651,35000.0,0.698745459
5394,Sierra Leone,SLE,2021,8.420641,Africa,Sub-Saharan Africa,27.269402698736346,3.238399867508465,25.480335805066165,13.184955374707208,0.6090658505226842,2.249525660604378,9071.428571,0.337843101
5395,Slovenia,SVN,2021,2.108079,Europe,Central Europe,762.7719962157048,361.8327378697405,738.320443190972,27.081830910037485,1.2337705673763464,2.4943924510789692,4314.285714,0.408588449
5397,Sri Lanka,LKA,2021,22.156,Asia,South Asia,1539.694803940506,69.49335637933319,1400.7799179192357,2.700332770435221,1.7126568871069856,8.600805283751784,351228.5714,4.074934432
5398,Switzerland,CHE,2021,8.704546,Europe,Western Europe,5485.229759299781,630.1569041394899,5400.831896187286,-7.382298193515768,0.6744646982145065,1.9561824495688476,20192.85714,0.398705983
5400,Tunisia,TUN,2021,12.262946,Africa,North Africa,1250.4543802253725,101.97014487590278,1210.3552852295795,0.3855370442981343,2.636700261600523,7.919697946403905,48028.57143,1.146475144
5401,Uganda,UGA,2021,45.853778,Africa,Sub-Saharan Africa,1066.5643825295929,23.26012008278997,1105.670396211156,1.7328211564035634,2.641808182684152,11.536221655718059,45714.28571,0.256589934
5403,Uruguay,URY,2021,3.42626,Americas,South America,1258.2313880351392,367.23173023504904,1437.2130247029754,9.972780758838162,2.101132384706818,6.795669606572852,20550.0,1.209486093
5405,Zimbabwe,ZWE,2021,15.993524,Africa,Sub-Saharan Africa,473.9452747252747,29.63357385934924,491.1832443321333,88.76242289777021,1.4815317868441935,7.722032732995654,51085.71429,0.821326301
5406,Brazil,BRA,2022,215.313498,Americas,South America,20542.063567371617,95.40536825690145,20542.063567371617,-6.26011732728915,1.0698458397152106,2.3065780089411523,778160.7143,0.724304197
5407,Norway,NOR,2022,5.457127,Europe,Western Europe,8697.821939022533,1593.8463479084385,8697.821939022533,9.037176330469388,1.5005213023079476,3.895688080235636,22885.71429,0.795828685
5408,Ukraine,UKR,2022,38.0,Europe,Eastern Europe,41183.92747281194,1083.7875650739984,41183.92747281194,498.6655213858002,25.879943567093072,39.21224721551871,350178.5714,1.692887955
5409,Croatia,HRV,2022,3.8556,Europe,Central Europe,1282.1106128046986,332.53206058841647,1282.1106128046986,-4.341028085716648,1.7928287704562567,4.03588928618726,18675.0,1.087080849
5412,Estonia,EST,2022,1.34884,Europe,Central Europe,818.2789637096434,606.6538386388626,818.2789637096434,2.938509774568976,2.1604426401521004,5.453143618139763,7401.785714,1.03242222
5413,Ethiopia,ETH,2022,123.379924,Africa,Sub-Saharan Africa,1031.4004059393258,8.359548073147831,1031.4004059393258,87.28448280838114,0.8698614177629047,6.850633610859195,138000.0,0.227496723
5414,El Salvador,SLV,2022,6.336392,Americas,Central America and the Caribbean,458.494,72.35884396041155,458.494,21.6529896944192,1.4112407815378483,5.0026623022367716,42160.71429,1.543139738
5415,Finland,FIN,2022,5.556106,Europe,Western Europe,4446.368019386269,800.2669530398213,4446.368019386269,21.80183213092972,1.5736380725492753,2.966437678494994,24078.57143,0.86325274
5416,India,IND,2022,1417.173173,Asia,South Asia,79976.78932793697,56.43402715465951,79976.78932793696,4.412615536765108,2.363926577035781,8.053915734158151,3223712.5,0.604607079
5417,Guinea-Bissau,GNB,2022,2.105566,Africa,Sub-Saharan Africa,24.538678142199377,11.654195661498797,24.538678142199384,-1.76302912340085,1.621905783882372,6.766292333539658,3069.642857,0.39658863
5418,Argentina,ARG,2022,46.23483,Americas,South America,4338.261310308717,93.83102112214355,4338.261310308717,12.37727771772148,0.6863834042835357,1.8414006138978347,102339.2857,0.500073633
5419,Australia,AUS,2022,26.00554,Oceania,Oceania,32445.330432014027,1247.6314828307363,32445.330432014027,0.6896695432958122,1.9083355738541623,5.013207924315159,60430.35714,0.424972652
5420,Bangladesh,BGD,2022,171.186372,Asia,South Asia,4473.79182602742,26.134041943639183,4473.791826027419,-5.968261212758518,1.0519897644252747,8.078478041461555,230048.2143,0.300494083
5421,Bulgaria,BGR,2022,6.465097,Europe,Central Europe,1436.9013695197298,222.25519114712893,1436.9013695197295,9.858947942719286,1.5922866962730289,4.224773108180754,30076.78571,0.899236507
5422,Egypt,EGY,2022,110.990103,Africa,Middle East,4645.9220475088,41.858885809924864,4645.9220475088,-3.4315303439465095,1.048481514321613,4.60361764842528,836160.7143,2.843231398
5423,Burundi,BDI,2022,12.889576,Africa,Sub-Saharan Africa,101.434221215165,7.869476949060621,101.434221215165,29.019948081867653,2.598298275393911,6.703755620805642,36708.92857,0.674939678
5424,United Kingdom,GBR,2022,66.971395,Europe,Western Europe,64081.63427669118,956.8508208122464,64081.63427669117,1.7036590967391962,2.073925587998819,4.7093878522339105,148392.8571,0.419825901
5425,United States,USA,2022,333.287557,Americas,North America,860692.2,2582.4312427001287,860692.2,-1.1552081841144757,3.343258931209515,9.323326400623944,1398758.929,0.824005047
5427,Singapore,SGP,2022,5.637022,Asia,South East Asia,12034.037243650662,2134.821762918552,12034.037243650662,5.6456107382134135,2.5777186332348063,15.583361515049038,5185.714286,0.047583621
5428,Slovakia,SVK,2022,5.431752,Europe,Central Europe,2085.664762257356,383.9764338020874,2085.664762257356,0.7091490590153349,1.808560966982371,4.27739430543572,17405.35714,0.638767823
5429,Iran,IRN,2022,88.55057,Asia,Middle East,7334.035772503594,82.82313453774034,7334.035772503594,3.762604594147989,2.1115520737014415,15.486807895663368,693500.0,2.339183251
5430,"Korea, Republic of",KOR,2022,51.628117,Asia,East Asia,46365.420707415724,898.065306302295,46365.420707415724,-2.0984706632252603,2.7695079490042867,9.656688011096952,571517.8571,1.941614577
5431,Equatorial Guinea,GNQ,2022,1.674908,Africa,Sub-Saharan Africa,156.79163491983198,93.61208789965298,156.79163491983195,3.335377881694801,1.3031878031878033,7.746100650353693,934.2857143,0.15732446
5432,Madagascar,MDG,2022,29.611714,Africa,Sub-Saharan Africa,98.14916922293187,3.314538605328009,98.14916922293189,-0.9799492186711278,0.6659161507575931,3.7694681450645353,22096.42857,0.143013335
5433,Malaysia,MYS,2022,33.938221,Asia,South East Asia,3673.788247833662,108.24928766400755,3673.788247833662,2.6950764402884353,0.9020254051708209,3.559666294365028,137542.8571,0.786468821
5434,Togo,TGO,2022,8.848699,Africa,Sub-Saharan Africa,336.608323297713,38.040430948969224,336.60832329771296,76.36908453855959,5.441922623187077,15.940409117830187,10305.35714,0.339336193
5435,Mongolia,MNG,2022,3.398366,Asia,East Asia,107.50409757956928,31.634055184041173,107.50409757956928,-11.555484263325265,0.5139362730129777,1.552346570397112,18225.0,1.282909829
5436,Angola,AGO,2022,35.588987,Africa,Sub-Saharan Africa,1622.7637319509674,45.59735661908464,1622.7637319509672,0.1749544417829041,1.316819532223646,5.841265228026835,117000.0,0.788782876
5437,Myanmar (Burma),MMR,2022,54.179306,Asia,South East Asia,2489.9059866877787,45.95677151508325,3731.9935060756807,-1.4232527742316425,4.085574548833563,22.20826335920218,478910.7143,2.001176797
5438,Iraq,IRQ,2022,44.496122,Asia,Middle East,4683.139092558438,105.24825270297573,4683.139092558438,-5.754908466979714,1.8057189340163402,4.661390611157301,485464.2857,4.57333267
5439,Bolivia,BOL,2022,12.22411,Americas,South America,429.36559062577425,35.12448682364395,429.36559062577425,-21.419354099419973,0.9732508884762193,2.742530336947255,70903.57143,1.168017634
5440,Byelarus,BLR,2022,9.228071,Europe,Eastern Europe,1105.1747413049677,119.76227115124794,1105.1747413049677,13.405171966626316,1.6486931349086082,45.65431920127334,155314.2857,3.08035951
5441,Netherlands,NLD,2022,17.700982,Europe,Western Europe,13632.443393606907,770.1518138150136,13632.443393606907,-3.204127790172273,1.3521896115900178,3.1088383650619664,40700.71429,0.420298129
5442,Guinea,GIN,2022,13.859341,Africa,Sub-Saharan Africa,441.26016972619306,31.8384669030218,441.26016972619306,46.202789152761106,2.1684470177444797,15.797694681872926,13353.57143,0.323061517
5444,Afghanistan,AFG,2022,41.128771,Asia,South Asia,212.91167624704212,5.951388837002171,207.02864218232315,0.0,1.088857119063425,4.054439191681753,183532.1429,1.798157232
5445,Cameroon,CMR,2022,27.914536,Africa,Sub-Saharan Africa,416.6380216402023,14.925486192577312,416.6380216402023,-0.5484030704124954,0.9425118724540164,5.499518503232906,39592.85714,0.353459155
5446,Canada,CAN,2022,38.929902,Americas,North America,25567.943876041663,656.7687705980268,25567.943876041663,-2.041872819566193,1.1957777582120608,2.886059864866037,73960.71429,0.351145793
5447,Congo,COG,2022,5.970424,Africa,Sub-Saharan Africa,265.8479727296654,44.52748627730047,265.8479727296654,-7.33899695406709,1.9079848889319362,8.351348900932846,6000.0,0.237257185
5448,Czech Republic,CZE,2022,10.672118,Europe,Central Europe,4005.428325664086,375.31709503812516,4005.4283256640865,-4.788310713147292,1.3785284441806276,3.087107036545684,25318.03571,0.463813451
5449,Denmark,DNK,2022,5.903037,Europe,Western Europe,5475.015487991187,927.4913045591933,5475.015487991187,8.435918583394141,1.3676154901310442,3.0392641599761414,13592.85714,0.433309655
5450,Oman,OMN,2022,4.576298,Asia,Middle East,5783.485045513654,1263.791179139482,5783.485045513654,-2.7371257548982286,5.043802557841119,16.984266401894143,46871.42857,1.879334127
5451,Sudan,SDN,2022,46.874204,Africa,Sub-Saharan Africa,1047.8787199874052,24.95005233301549,2156.234827956695,0.0,1.7789240269323678,10.563912724989535,52475.0,0.211199448
5452,Azerbaijan,AZE,2022,10.141756,Europe,Eastern Europe,2991.035294117647,294.9228214638221,2991.0352941176475,-2.813601822934908,3.7995364122613133,14.49764776323668,82016.07143,1.492123047
5453,Bahrain,BHR,2022,1.472233,Asia,Middle East,1381.313829787234,938.2440345972642,1381.3138297872338,-3.503711319596292,3.145693414447981,10.660385878489327,18768.57143,2.016112164
5454,Sweden,SWE,2022,10.486941,Europe,Western Europe,7722.479440752991,736.3900913291103,7722.479440752991,10.818063297456092,1.3060427688543894,2.7598728145019473,7194.642857,0.108205005
5455,Ivory Coast,CIV,2022,28.160542,Africa,Sub-Saharan Africa,607.2456995565701,21.563707813456507,607.24569955657,1.707531868850154,0.88888634617464,3.9179417150305706,81785.71429,0.816831472
5456,Lebanon,LBN,2022,5.489739,Asia,Middle East,218.74773199617326,39.84665427558091,218.74773199617323,-15.28454948284348,2.9184888628995824,10.719608417193859,80000.0,4.397678077
5457,Gabon,GAB,2022,2.388992,Africa,Sub-Saharan Africa,277.6747689905686,116.23093295857359,277.6747689905686,-3.8279045311301663,1.317560188961487,8.13010840019342,7096.428571,0.984549411
5458,Hungary,HUN,2022,9.643048,Europe,Central Europe,3256.8171909974417,337.7373202951434,3256.817190997442,44.837417129063,1.8356572262599624,3.8053373876279175,44925.0,0.928823587
5460,Ireland,IRL,2022,5.12717,Europe,Western Europe,1164.3120987488114,227.0866967057483,1164.3120987488114,-4.2134872679712725,0.21865266466528596,1.0300165621452628,8823.214286,0.348028451
5462,Ecuador,ECU,2022,18.001,Americas,South America,2586.48,143.68535081384366,2586.48,3.77869546283649,2.248155133899469,5.714588718764499,42419.64286,0.488672126
5463,Italy,ITA,2022,58.940425,Europe,Western Europe,34691.881158127675,588.5923143263334,34691.881158127675,-0.5035278498762841,1.6945575218351945,3.0447054914015124,330292.8571,1.289376898
5464,Nigeria,NGA,2022,218.541212,Africa,Sub-Saharan Africa,3109.384939123517,14.227911114190752,3109.384939123517,-37.914426863817276,0.6501666917894136,4.517335146159075,251571.4286,0.354375109
5465,Japan,JPN,2022,125.124989,Asia,East Asia,46880.194665101044,374.66692336812946,46880.19466510104,7.375302874800882,1.1058864302249225,2.505925830475053,261780.7143,0.371317993
5466,Germany,DEU,2022,83.797985,Europe,Western Europe,56153.121239913504,670.1010918092303,56153.121239913504,4.537360391293244,1.3771384205055188,2.7833755617421043,185646.4286,0.414910777
5468,Botswana,BWA,2022,2.630296,Africa,Sub-Saharan Africa,485.10205469851337,184.42869346207172,485.10205469851337,-9.70076364735879,2.3821253720837716,8.094647942450704,8410.714286,0.715917886
5469,Greece,GRC,2022,10.426919,Europe,Western Europe,8745.382718957988,838.731241602432,8745.382718957988,8.05106532828268,4.02423972931974,7.613680065928029,147219.6429,3.217082296
5470,Poland,POL,2022,36.821749,Europe,Central Europe,15341.313422532776,416.63728201864546,15341.313422532776,1.237988386378408,2.2285610897491277,5.100920032533185,202035.7143,1.104963405
5471,New Zealand,NZL,2022,5.1241,Oceania,Oceania,2829.0858390220264,552.1137056306525,2829.0858390220264,1.3124649911705255,1.171827535843565,2.7500995622957896,10014.28571,0.325592402
5472,Brunei,BRN,2022,0.449002,Asia,South East Asia,435.85735115960216,970.7247432296563,435.85735115960216,-4.8695979780988825,2.6119300246394817,9.903164661282347,7158.928571,3.136081718
5473,Pakistan,PAK,2022,235.824862,Asia,South Asia,10358.13859029127,43.92301347044261,10358.138590291268,-6.652441411105469,3.16297452063675,15.93207453195581,951135.7143,1.25129273
5474,Russia,RUS,2022,144.236933,Europe,Eastern Europe,102366.63645968008,709.7116829271466,102366.63645968008,29.4450526243925,4.690034830647933,12.944210452947793,1511892.857,2.079445399
5476,France,FRA,2022,67.971311,Europe,Western Europe,53638.748769426245,789.1380639903539,53638.748769426245,1.1828527731622573,1.9324235380956785,3.3139107296025787,300826.7857,0.983308605
5477,Belgium,BEL,2022,11.685814,Europe,Western Europe,6890.161299822461,589.6175739081984,6890.161299822461,13.29274991410383,1.1823964257009774,2.2265802908047774,20214.28571,0.375204289
5478,Liberia,LBR,2022,5.302681,Africa,Sub-Saharan Africa,36.775,6.935171095526961,36.775,17.972505566383145,2.488535049008885,3.436915887850467,2000.0,0.08407023
5479,Zambia,ZMB,2022,20.017675,Africa,Sub-Saharan Africa,326.0787595981478,16.289542097079096,326.0787595981478,14.411134707838059,1.1180028571139098,3.9603775616408856,15710.71429,0.221003514
5480,Indonesia,IDN,2022,275.501339,Asia,South East Asia,10133.923494136328,36.78357256236903,10133.923494136328,14.675962104406004,0.7679986614149721,4.378502687185639,675767.8571,0.475257118
5481,Kazakhstan,KAZ,2022,19.621972,Asia,Central Asia,1163.0539942791354,59.27304321294187,1163.0539942791354,-32.09252827082159,0.517435849596282,2.382563603292421,71321.42857,0.765628238
5482,Mexico,MEX,2022,127.504125,Americas,Central America and the Caribbean,10065.268402781787,78.94072762572809,10065.268402781787,6.600865383774046,0.6861051325789909,2.404924214523154,339217.8571,0.599990331
5483,Saudi Arabia,SAU,2022,36.40882,Asia,Middle East,70920.0,1947.8796621258257,70920.0,9.515174166245032,6.397422152789925,22.672247702511466,272678.5714,1.599648853
5484,Senegal,SEN,2022,17.316449,Africa,Sub-Saharan Africa,421.013743846819,24.312937591697874,421.013743846819,-10.689649747883735,1.5381056205410857,5.722227670447736,19128.57143,0.35279106
5485,Algeria,DZA,2022,44.903225,Africa,North Africa,9145.810174207281,203.67824748015943,9145.810174207281,-3.271351064498673,4.695022193008751,12.672319170879401,322978.5714,2.568200226
5486,Georgia,GEO,2022,3.712502,Europe,Eastern Europe,360.344170697044,97.06235059187684,360.344170697044,-2.800510254331856,1.4657331013200985,4.973870891463702,23380.35714,1.330051834
5487,Central African Republic,CAF,2022,5.579144,Africa,Sub-Saharan Africa,42.00180265646586,7.528359665293791,42.00180265646586,-19.430737351438175,1.708687200761875,9.696503066803379,10951.78571,0.556581991
5488,Chile,CHL,2022,19.603733,Americas,South America,4649.295736329365,237.16379611624816,4649.295736329365,-7.724409436978319,1.5483220523052927,5.783303622189882,124258.9286,1.334112018
5489,China,CHN,2022,1412.175,Asia,East Asia,291958.42846021045,206.74380190855274,291958.4284602105,4.417880901508386,1.6231462777508496,4.880599781473008,2357642.857,0.308661821
5490,Colombia,COL,2022,51.874024,Americas,South America,9661.013161746454,186.2399023015152,9661.013161746454,-2.0673143010705886,2.811888480429705,8.25542227746112,454994.6429,1.74979108
5491,Kyrgyzstan,KGZ,2022,6.9749,Asia,Central Asia,352.1328098310123,50.485714466302355,352.1328098310123,17.03531454583713,3.0530519551871924,8.300793226356507,21353.57143,0.752704337
5492,Mali,MLI,2022,22.59359,Africa,Sub-Saharan Africa,582.0175525434124,25.760295399863963,582.0175525434124,-8.5563166815667,3.1396604324268536,12.382092688484551,38200.0,0.512331775
5493,Mozambique,MOZ,2022,32.969518,Africa,Sub-Saharan Africa,281.8674604417986,8.549335190214142,281.86746044179864,-20.068236091192194,1.499828312851035,4.551344158784528,10935.71429,0.073482267
5494,Belize,BLZ,2022,0.405272,Americas,Central America and the Caribbean,24.190375,59.68923340373872,24.190375,-14.761147202199155,0.8103414152590113,3.5890764094955485,2337.5,1.302063161
5496,Papua New Guinea,PNG,2022,10.142619,Oceania,Oceania,97.48777574749134,9.61169652014843,97.48777574749134,8.13413397817737,0.3127189663677175,1.4095940959409594,5160.714286,0.170888849
5497,Cyprus,CYP,2022,1.251488,Europe,Western Europe,532.5123898794249,425.5033926649116,532.5123898794249,1.9504276107851215,1.8227310364690212,4.70932936471026,15946.42857,2.424865081
5498,Peru,PER,2022,34.049588,Americas,South America,2799.190985043305,82.20924685030859,2799.1909850433053,-3.1622146779127114,1.1531790524396968,4.878011031543606,158000.0,0.865266502
5499,Philippines,PHL,2022,115.559009,Asia,South East Asia,5321.933197646216,46.0538147886524,5321.933197646215,0.3424571680706423,1.3165261527518701,5.084868072629323,148791.0714,0.335559436
5500,South Africa,ZAF,2022,59.893885,Africa,Sub-Saharan Africa,3110.1214473958635,51.92719502827148,3110.1214473958635,-5.155003673595937,0.7678175643377839,2.3650064358436995,92814.28571,0.383620245
5501,Spain,ESP,2022,47.77834,Europe,Western Europe,20306.570632830448,425.0162444494817,20306.570632830444,7.77908679947017,1.4339965700543011,3.0438422379421626,197160.7143,0.861772951
5503,Tajikistan,TJK,2022,9.952787,Asia,Central Asia,203.9420832955756,20.49095226247438,203.9420832955756,103.71718235748082,2.0025986827366817,6.907337578042901,17385.71429,0.678538599
5504,"Tanzania, United Republic of",TZA,2022,65.497748,Africa,Sub-Saharan Africa,832.2344787199238,12.706306768286503,832.234478719924,5.825237310046272,1.1368984272762581,5.926394994922115,27742.85714,0.092361
5505,Thailand,THA,2022,71.69703,Asia,South East Asia,6030.95005663075,84.11715320189344,6030.95005663075,-12.413497456307576,1.2445457745614108,5.0101298085472115,455633.9286,1.138008228
5506,Jamaica,JAM,2022,2.827377,Americas,Central America and the Caribbean,220.5306510981991,77.99831826395953,220.5306510981991,-5.406246707694395,1.2899994472516014,4.126881580118757,7319.642857,0.489854949
5507,Trinidad and Tobago,TTO,2022,1.531044,Americas,Central America and the Caribbean,217.16325058546767,141.83998016090175,217.16325058546767,-0.754912047686429,0.7421787294792244,2.7870037807183365,5162.5,0.763621201
